100 0.000142
200 0.000579
300 0.001096
400 0.001922
500 0.002278
600 0.002293
700 0.002803
800 0.003982
900 0.005127
1000 0.006032
1100 0.007130
1200 0.008311
1300 0.010015
1400 0.011050
1500 0.012607
1600 0.014473
1700 0.017338
1800 0.019312
1900 0.021603
